MDA;htc-cmp501;4d_Grid-Problem1.grid;10000;39600;877;768;5026;5026;19;0.0026;1.14;218
MDA;htc-cmp501;4d_Grid-Problem1.grid;10000;39600;5317;5903;119492;119492;244;0.2315;5.43;706
MDA;htc-cmp501;4d_Grid-Problem1.grid;10000;39600;2475;2266;4543;4543;17;0.0024;1.12;211
MDA;htc-cmp501;4d_Grid-Problem1.grid;10000;39600;9037;8218;388991;388991;567;1.3175;16.90;1065
MDA;htc-cmp501;4d_Grid-Problem1.grid;10000;39600;8116;6807;143141;143141;531;0.2719;6.32;650
MDA;htc-cmp501;4d_Grid-Problem1.grid;10000;39600;8457;5853;1076892;1076892;478;10.7581;42.59;1357
MDA;htc-cmp501;4d_Grid-Problem1.grid;10000;39600;5629;6810;1080056;1080056;2803;13.0936;42.41;1329
MDA;htc-cmp501;4d_Grid-Problem1.grid;10000;39600;2461;559;270988;270988;107;0.7082;12.00;1184
MDA;htc-cmp501;4d_Grid-Problem1.grid;10000;39600;6830;9316;4179342;4179342;8775;149.5535;166.54;2127
MDA;htc-cmp501;4d_Grid-Problem1.grid;10000;39600;3701;5536;14610732;14610732;20385;1282.4551;598.75;2305
MDA;htc-cmp501;4d_Grid-Problem1.grid;10000;39600;8061;9523;17471222;17471222;11506;1861.1097;685.04;2867
MDA;htc-cmp501;4d_Grid-Problem1.grid;10000;39600;5624;6457;8893831;8893831;6944;666.6656;347.31;2735
MDA;htc-cmp501;4d_Grid-Problem1.grid;10000;39600;9067;9716;28085307;28085307;4174;3492.4364;1139.10;3003
MDA;htc-cmp501;4d_Grid-Problem1.grid;10000;39600;1113;5231;22595080;22595080;53476;4491.0101;909.05;2101
MDA;htc-cmp501;4d_Grid-Problem1.grid;10000;39600;3236;3564;2404554;2404554;1220;35.3001;92.32;1786
MDA;htc-cmp501;4d_Grid-Problem1.grid;10000;39600;2343;1528;196123;196123;395;0.4532;8.03;747
MDA;htc-cmp501;4d_Grid-Problem1.grid;10000;39600;4162;4590;2204918;2204918;1131;31.4698;84.64;1781
MDA;htc-cmp501;4d_Grid-Problem1.grid;10000;39600;5076;690;38224760;38224760;10599;5533.5509;1550.40;4142
MDA;htc-cmp501;4d_Grid-Problem1.grid;10000;39600;8716;9168;33403316;33403316;6703;5748.2995;1353.14;2553
MDA;htc-cmp501;4d_Grid-Problem1.grid;10000;39600;7043;8833;719363;719363;2768;3.4239;29.19;1273
MDA;htc-cmp501;4d_Grid-Problem1.grid;10000;39600;2065;125;38454267;38454267;28239;7095.1642;1535.01;3199
MDA;htc-cmp501;4d_Grid-Problem1.grid;10000;39600;9199;6657;30942307;30942307;71144;7092.5412;1275.52;1799
MDA;htc-cmp501;4d_Grid-Problem1.grid;10000;39600;6112;8620;1714544;1714544;2291;20.3104;68.50;1471
MDA;htc-cmp501;4d_Grid-Problem1.grid;10000;39600;1946;4732;6846283;6846283;11192;350.4229;273.06;2365
MDA;htc-cmp501;4d_Grid-Problem1.grid;10000;39600;8883;6145;22070575;22070575;38200;2595.0211;898.35;2189
MDA;htc-cmp501;4d_Grid-Problem1.grid;10000;39600;7760;9798;25095425;25095425;23631;3673.5102;986.03;3156
