Martins;htc-cmp502;4d_Grid-Problem1.grid;10000;39600;877;768;5026;5026;19;0.0023;0.07;218
Martins;htc-cmp502;4d_Grid-Problem1.grid;10000;39600;5317;5903;119492;119492;244;0.3321;0.74;706
Martins;htc-cmp502;4d_Grid-Problem1.grid;10000;39600;2475;2266;4543;4543;17;0.0021;0.05;211
Martins;htc-cmp502;4d_Grid-Problem1.grid;10000;39600;9037;8218;388991;388991;567;2.2654;2.49;1065
Martins;htc-cmp502;4d_Grid-Problem1.grid;10000;39600;8116;6807;143141;143141;531;0.3585;0.84;650
Martins;htc-cmp502;4d_Grid-Problem1.grid;10000;39600;8457;5853;1076892;1076892;478;17.7503;4.13;1357
Martins;htc-cmp502;4d_Grid-Problem1.grid;10000;39600;5629;6810;1080056;1080056;2803;21.3848;4.55;1329
Martins;htc-cmp502;4d_Grid-Problem1.grid;10000;39600;2461;559;270988;270988;107;1.3242;2.46;1184
Martins;htc-cmp502;4d_Grid-Problem1.grid;10000;39600;6830;9316;4179342;4179342;8775;226.1790;14.29;2127
Martins;htc-cmp502;4d_Grid-Problem1.grid;10000;39600;3701;5536;14610732;14610732;20385;2212.6494;42.36;2305
Martins;htc-cmp502;4d_Grid-Problem1.grid;10000;39600;8061;9523;17471222;17471222;11506;2759.6554;39.45;2867
Martins;htc-cmp502;4d_Grid-Problem1.grid;10000;39600;5624;6457;8893831;8893831;6944;868.7267;24.36;2735
Martins;htc-cmp502;4d_Grid-Problem1.grid;10000;39600;9067;9716;28085307;28085307;4174;5383.2756;62.52;3003
Martins;htc-cmp502;4d_Grid-Problem1.grid;10000;39600;1113;5231;22595080;22595080;53476;5852.2762;47.44;2101
Martins;htc-cmp502;4d_Grid-Problem1.grid;10000;39600;3236;3564;2404554;2404554;1220;50.2987;7.57;1786
Martins;htc-cmp502;4d_Grid-Problem1.grid;10000;39600;2343;1528;196123;196123;395;0.5367;0.91;747
Martins;htc-cmp502;4d_Grid-Problem1.grid;10000;39600;4162;4590;2204918;2204918;1131;41.0285;7.76;1781
Martins;htc-cmp502;4d_Grid-Problem1.grid;10000;39600;7043;8833;719363;719363;2768;6.4841;3.35;1273
Martins;htc-cmp502;4d_Grid-Problem1.grid;10000;39600;6112;8620;1714544;1714544;2291;49.2522;6.89;1471
Martins;htc-cmp502;4d_Grid-Problem1.grid;10000;39600;1946;4732;6846283;6846283;11192;582.4018;21.88;2365
Martins;htc-cmp502;4d_Grid-Problem1.grid;10000;39600;7760;9798;25095425;25095425;23631;4604.6531;55.74;3156
Martins;htc-cmp502;4d_Grid-Problem1.grid;10000;39600;8883;6145;22070575;22070575;38200;4490.7222;45.95;2189
Martins;htc-cmp502;4d_Grid-Problem1.grid;10000;39600;4452;4388;9756372;9756372;1468;743.5378;25.12;3139
Martins;htc-cmp502;4d_Grid-Problem1.grid;10000;39600;1712;6;294873;294873;339;1.1720;2.54;1099
Martins;htc-cmp502;4d_Grid-Problem1.grid;10000;39600;5563;3166;816149;816149;456;6.6086;4.21;1606
Martins;htc-cmp502;4d_Grid-Problem1.grid;10000;39600;3151;3120;4861386;4861386;663;221.5580;15.00;2406
Martins;htc-cmp502;4d_Grid-Problem1.grid;10000;39600;2923;5339;4175500;4175500;7043;195.0826;12.42;2130
Martins;htc-cmp502;4d_Grid-Problem1.grid;10000;39600;5042;4134;47972;47972;288;0.0461;0.33;522
Martins;htc-cmp502;4d_Grid-Problem1.grid;10000;39600;3950;5462;442191;442191;2102;2.3544;2.47;1370
Martins;htc-cmp502;4d_Grid-Problem1.grid;10000;39600;9341;8870;2212678;2212678;2558;58.4333;7.57;1452
Martins;htc-cmp502;4d_Grid-Problem1.grid;10000;39600;6546;6276;3381218;3381218;900;130.5150;10.31;2087
Martins;htc-cmp502;4d_Grid-Problem1.grid;10000;39600;7559;8887;5658690;5658690;7894;405.5053;18.07;2229
Martins;htc-cmp502;4d_Grid-Problem1.grid;10000;39600;5312;8417;3158617;3158617;775;97.1544;9.93;1686
Martins;htc-cmp502;4d_Grid-Problem1.grid;10000;39600;5902;6707;6034;6034;127;0.0042;0.07;150
Martins;htc-cmp502;4d_Grid-Problem1.grid;10000;39600;9643;6976;21479534;21479534;37015;4729.3473;50.54;2626
Martins;htc-cmp502;4d_Grid-Problem1.grid;10000;39600;3438;2025;504181;504181;1269;3.1482;2.65;1206
Martins;htc-cmp502;4d_Grid-Problem2.grid;10000;39600;3989;5197;65328;65328;374;0.0750;0.46;632
Martins;htc-cmp502;4d_Grid-Problem2.grid;10000;39600;5859;4670;211757;211757;1248;0.6988;1.12;793
Martins;htc-cmp502;4d_Grid-Problem2.grid;10000;39600;8725;9357;3967133;3967133;1709;250.4283;11.10;1547
Martins;htc-cmp502;4d_Grid-Problem1.grid;10000;39600;4301;7804;4124102;4124102;2888;295.4894;13.89;1416
Martins;htc-cmp502;4d_Grid-Problem2.grid;10000;39600;9536;7863;5335900;5335900;11316;398.8058;16.46;1730
Martins;htc-cmp502;4d_Grid-Problem1.grid;10000;39600;8019;5239;6863876;6863876;12965;665.9211;18.41;1844
Martins;htc-cmp502;4d_Grid-Problem2.grid;10000;39600;67;4057;11439142;11439142;4747;1349.6681;26.23;2177
Martins;htc-cmp502;4d_Grid-Problem2.grid;10000;39600;4240;5850;391866;391866;2175;2.0138;1.95;983
Martins;htc-cmp502;4d_Grid-Problem2.grid;10000;39600;9045;8420;851377;851377;858;7.2256;3.42;1136
Martins;htc-cmp502;4d_Grid-Problem2.grid;10000;39600;8181;5583;1396909;1396909;867;20.4882;4.84;1266
